Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,WMA,Price_Range
2023-01-04 00:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 01:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 02:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 03:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 04:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 05:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 06:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 07:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 08:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 09:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 10:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 11:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 12:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 13:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
2023-01-04 14:00:00,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49749755859375,89113600,126.36000061035156,126.36000061035156,126.36000061035156,3.5800018310546875
